category_slug,name,price,image_name,description
climatiseurs,"Climatiseur Split Mural Inverter 1.5 CV",285000,csplitmural.png,"Système de climatisation fixe moderne et économique grâce à la technologie Inverter, assurant une température stable et une basse consommation."
climatiseurs,"Climatiseur Split Mural Standard 1 CV",195000,csplitmuralstdr.png,"Modèle split classique mural, idéal pour les salons et pièces moyennes, combinant une excellente puissance de souffle et une grande fiabilité."
climatiseurs,"Rafraîchisseur d'Air Évaporatif",65000,rafair.png,"Alternative économique au climatiseur, cet appareil utilise l'évaporation de l'eau pour ventiler et humidifier l'air ambiant efficacement."
climatiseurs,"Unité Extérieure Climatiseur Universel",130000,ueclimatiseur.png,"Compresseur externe haute performance et résistant aux intempéries, compatible avec several types de splits muraux."
decoration-artisanale,"Chapeau en Paille Traditionnel tressé",3500,chapeauenpaille.jpg,"Chapeau authentique en fibres naturelles, idéal pour se protéger du soleil avec élégance lors des sorties ou pour une décoration murale exotic."
decoration-artisanale,"Statuette Éléphant en Bois d'Ébène",15000,elephant.jpg,"Magnifique sculpture d'artisanat d'art représentant un éléphant majestueux, parfaite pour décorer un meuble de salon ou un bureau."
decoration-artisanale,"Grande Jarre en Terre Cuite Traditionnelle",25000,jarre.jpg,"Jarre artisanale aux finitions brutes et naturelles, apportant un cachet rustique et authentique unique aux espaces intérieurs ou terrasses."
decoration-artisanale,"Miroir Mural avec Cadre en Rotin",18000,rotin.jpg,"Miroir décoratif tendance avec un contour en tressage de rotin en forme de soleil, idéal pour illuminer et agrandir un hall d'entrée."
decoration-artisanale,"Vase Soliflore en Céramique Artisanale",8000,solifrore.jpg,"Petit vase épuré fait main, parfait pour accueillir une fleur unique et apporter une touche délicate et moderne sur une table."
decoration-artisanale,"Grand Vase Sculpté en Bois Massif",20000,vaseenbois.jpg,"Pièce maîtresse de décoration taillée à la main dans un bois noble, idéale pour sublimer des fleurs séchées dans un coin de pièce."
eclairage,"Lampe de Bureau LED Tactile Articulée",15000,lampe0.jpg,"Luminaire de bureau moderne avec réglage d'intensité tactile et bras flexible, idéal pour le travail nocturne ou la lecture sans fatigue oculaire."
eclairage,"Suspension Luminaire Industrielle en Métal",25000,lampe1.jpg,"Plafonnier au style vintage et industriel, parfait pour éclairer une table à manger ou donner du caractère à une cuisine moderne."
eclairage,"Lampe de Chevet Design en Céramique",12000,lampe2.jpg,"Petite lampe d'appoint avec un pied en céramique texturée et un abat-jour en tissu, diffusant une lumière douce et tamisée pour la chambre."
eclairage,"Lampadaire Trépied Moderne de Salon",35000,lampe3.jpg,"Grand luminaire sur trépied en bois et métal, combinant une allure élégante et une diffusion optimale de la lumière dans un coin séjour."
eclairage,"Applique Murale Extérieure Solaire LED",8000,lampe4.jpg,"Éclairage extérieur autonome alimenté par capteur solaire, équipé d'un détecteur de mouvement pour sécuriser les cours et les entrées."
eclairage,"Guirlande Lumineuse Déco LED Ambiance",6000,lampe5.jpg,"Série de petites ampoules LED chaleureuses, idéale pour créer une atmosphère cocooning et festive sur un balcon, une terrasse ou une chambre."
eclairage,"Projecteur LED Puissant Extérieur 50W",18000,lampe6.jpg,"Projecteur haute luminosité étanche pour une illumination intense des grands espaces, des devantures de magasin ou des jardins."
entretien,"Chiffon Microfibre Haute Densité",1500,cmicrofibre.jpg,"Chiffon doux et ultra-absorbant, idéal pour nettoyer, essuyer et faire briller les surfaces délicates, la carrosserie ou les vitres sans laisser de rayures."
entretien,"Huile Moteur Premium 10W40 4L",18000,hmoteur.jpg,"Lubrifiant haute performance pour moteurs essence et diesel, assurant une protection optimale contre l'usure et une longévité accrue du moteur."
entretien,"Huile Moteur Scooter & Moto 2T/4T 1L",4500,hmoteurscooter.jpg,"Huile fluide spécialement conçue pour les moteurs de deux-roues, offrant une lubrification maximale et réduisant les fumées d'échappement."
entretien,"Liquide Lave-Glace Pare-Brise 5L",3500,lglace.jpeg,"Solution nettoyante efficace pour éliminer instantanément les traces de saleté, d'insectes et de poussière sur le pare-brise pour une visibilité parfaite."
entretien,"Liquide de Refroidissement Universel 4L",6000,lrefroidissement.jpg,"Liquide de protection thermique haute performance empêchant la surchauffe du moteur et protégeant le circuit contre la corrosion."
entretien,"Lot de Torchons d'Atelier Absorbants",2500,ltorchon.jpg,"Ensemble de chiffons d'essuyage résistants, parfaits pour nettoyer les mains, les outils ou éponger les résidus d'huile et de graisse en atelier."
equipement-fitness,"Kit d'Haltères Compacts Réglables",20000,alter.jpg,"Paire d'haltères légers et ergonomiques avec poignées antidérapantes, parfaits pour débuter le renforcement musculaire et le fitness à la maison."
equipement-fitness,"Haltères de Musculation Professionnels (Lourds)",45000,alterextralourd.jpg,"Ensemble de poids massifs en fonte conçus pour les exercices intenses de musculation, la prise de masse et les athlètes confirmés."
equipement-fitness,"Kit d'Haltères Intermédiaires en Fonte",30000,alterlourd.jpg,"Valisette d'haltères modulables comprenant plusieurs disques de poids robustes pour faire évoluer votre entraînement à votre rythme."
equipement-fitness,"Tapis de Gymnastique et Fitness Antidérapant",12000,fitness.jpg,"Tapis de sol épais et confortable, idéal pour les séances de yoga, de pilates et les exercices d'abdominaux à domicile."
equipement-fitness,"Bande Élastique de Résistance Fitness",5000,fitness0.jpg,"Élastique d'entraînement durable pour le fitness et le stretching, excellent pour tonifier l'ensemble du corps sans encombrement."
equipement-fitness,"Roue Abdominale (Ab Roller) Ergonomique",8000,fitness1.jpg,"Accessoire de fitness ultra-efficace pour renforcer la ceinture abdominale, les bras et les épaules de manière ciblée."
equipement-fitness,"Kettlebell en Fonte Revêtement Néoprène",18000,poidlourd.jpg,"Poids russe idéal pour les entraînements de cross-training, combinant force et cardio grâce à sa poignée large et confortable."
equipement-fitness,"Vélo d'Appartement Stationnaire Cardio",110000,velo.jpg,"Vélo de biking d'intérieur avec écran de suivi pour mesurer vos performances, idéal pour brûler des calories et s'entraîner à la maison."
fers-a-repasser,"Fer à Repasser Vapeur Haute Performance",18000,faravapeur.jpeg,"Fer à repasser moderne doté d'un système de jet de vapeur puissant pour éliminer rapidement les faux plis sur tout type de textile."
fers-a-repasser,"Fer à Repasser Vapeur Classic",14000,faravclassique.png,"Modèle compact et maniable offrant un repassage efficace au quotidien avec semelle antiadhésive et thermostat réglable."
fers-a-repasser,"Fer à Repasser Électrique à Sec Standard",9000,faravelectrique.png,"Fer traditionnel électrique à sec, léger et robuste, idal pour les vêtements légers et un usage simple sans eau."
fers-a-repasser,"Fer à Repasser Intelligent Automatique",28000,farintelligent.png,"Fer haut de gamme avec capteur thermique intelligent ajustant automatiquement la température selon le tissu pour éviter les brûlures."
fers-a-repasser,"Fer à Repasser Vapeur Sans Fil",25000,farsfil.png,"Fer à repasser innovant offrant une totale liberté de mouvement grâce à sa base de recharge rapide, idéal pour un repassage fluide."
fers-a-repasser,"Fer à Repasser Traditionnel à Charbon",6000,fartacharbon.jpeg,"Fer classique en fonte fonctionnant au charbon de bois, authentique et indispensable dans les zones à faible accès électrique."
fers-a-repasser,"Fer à Repasser Rustique en Fonte Lourde",5000,fartafonte.jpg,"Modèle traditionnel lourd entièrement en fonte, chauffé sur braises, idéal pour le repassage des tissus épais et pagnes robustes."
fers-a-repasser,"Fer Électrique Classique Vintage",10000,fertraditionnel.jpg,"Fer à repasser au design rétro en métal poli, lourd et efficace, assurant une glisse parfaite et une chaleur constante."
materiel-plein-air,"Sac à Dos de Randonnée Trekking 60L",28000,sac.jpg,"Grand sac à dos technique avec sangles ajustables et multiples compartiments, idéal pour les longues randonnées et le camping."
materiel-plein-air,"Sac à Dos de Camping Étanche 40L",18000,sac0.jpg,"Sac à dos compact et imperméable, parfait pour protéger vos affaires lors des sorties nature et des excursions d'un jour."
materiel-plein-air,"Sac de Couchage Thermique Confort",15000,sacdecouchage.png,"Sac de couchage chaud et ultra-léger, conçu pour offrir un sommeil confortable en plein air lors de vos bivouacs."
materiel-plein-air,"Sac de Couchage Grand Froid Ergonomique",22000,sacdecouchage1.png,"Modèle matelassé haute isolation thermique avec capuche ajustable, parfait pour les nuits fraîches en montagne ou en forêt."
materiel-plein-air,"Tente de Camping Familiale 4 Places",55000,tente.jpg,"Grande tente spacieuse et imperméable avec double toit, idéale pour les séjours de camping en famille ou entre amis."
materiel-plein-air,"Tente Dôme Bivouac Légère 2 Places",32000,tente0.jpg,"Tente compacte à montage rapide, idéale pour les randonneurs et les aventuriers à la recherche de légèreté et de praticité."
micro-ondes,"Four Électrique Grande Capacité avec Éclairage",65000,fouraeclairage.png,"Four électrique spacieux équipé d'un éclairage interne et de plusieurs modes de cuisson pour réussir toutes vos recettes de cuisine."
micro-ondes,"Four à Micro-ondes Solo Classique",45000,fouramicroonde.png,"Appareil indispensable pour décongeler et réchauffer rapidement vos plats au quotidien de manière simple et efficace."
micro-ondes,"Four à Micro-ondes Numérique Tactile",60000,fouramicroondetactile.png,"Micro-ondes moderne avec panneau de commande tactiles, menus automatiques et design élégant pour une cuisine contemporaine."
micro-ondes,"Mini-Four Compact avec Éclairage Intégré",35000,minifouraeclairage.png,"Idéal pour les petits espaces, ce mini-four performant offre une cuisson précise et intègre une lumière pour surveiller vos plats."
micro-ondes,"Mini-Four Électrique Standard",28000,minifourelec.png,"Petit four d'appoint pratique et économique, parfait pour gratiner, griller et cuire de petites portions en toute simplicité."
micro-ondes,"Mini-Four Électrique Blanc Élégant",32000,minifouswhite.jpg,"Four compact au design blanc épuré, idéal pour apporter une touche de clarté à votre cuisine tout en assurant une cuisson optimale."
mixeurs,"Mixeur Blender au Design Vintage",22000,bevintage.jpg,"Blender robuste au look rétro élégant, idal pour préparer vos smoothies, jus et milkshakes avec style."
mixeurs,"Mixeur Blender Haute Puissance Pro",45000,bphpuissance.png,"Blender professionnel doté d'un moteur ultra-puissant et de lames renforcées pour piler la glace et mixer les ingrédients les plus durs."
mixeurs,"Mixeur Blender Électrique Tactile",35000,btmoderne.png,"Blender moderne avec commandes numériques tactiles et plusieurs programmes automatiques pour des mixages parfaits."
mixeurs,"Mixeur Blender Classique Moderne",28000,btypemoderne.png,"Appareil polyvalent et performant, parfait pour les soupes, les purées et les boissons fraîches au quotidien."
mixeurs,"Extracteur de Jus Centrifugeuse Professionnelle",55000,extracteur.jpg,"Machine haute performance pour extraire un maximum de jus frais et de vitamines des fruits et légumes entiers."
mixeurs,"Kit Mixeur Plongeant Multifonction 4-en-1",25000,kitmixmultifonction.jpg,"Ensemble complet comprenant un mixeur plongeant, un fouet, un mini-hacheur et un verre doseur pour toutes vos préparations."
mixeurs,"Robot Blender Chauffant Intelligent",60000,robotbchauffante.png,"Appareil culinaire innovant qui mixe et cuit automatiquement vos soupes, veloutés et compotes en un clin d'œil."
mixeurs,"Robot Hacheur et Mixeur de Cuisine",18000,robothacheur.jpg,"Hacheur compact et efficace, idéal pour émincer rapidement les légumes, les herbes, les noix et préparer des sauces."
ordinateurs,"Ordinateur Tout-en-Un iMac Retina",750000,imac.png,"Ordinateur de bureau tout-en-un élégant avec un grand écran Retina, offrant des performances exceptionnelles pour la création, le graphisme et la bureautique."
ordinateurs,"Ordinateur Portable MacBook Air Fin et Léger",550000,macbook.jpg,"Ultrabook compact, silencieux et ultra-léger avec une autonomie exceptionnelle, parfait pour les étudiants et les professionnels en déplacement."
ordinateurs,"Ordinateur Portable MacBook Pro Performance",850000,macbookpro.png,"Station de travail portable haut de gamme conçue pour les développeurs, monteurs vidéo et professionnels exigeants en puissance de calcul."
ordinateurs,"Ordinateur Portable Professionnel Premium",480000,mockup.png,"PC portable moderne et performant doté d'un écran haute définition, idéal pour la productivité au quotidien et le travail de bureau."
ordinateurs,"Moniteur Écran LCD Haute Définition",75000,moniteurlcd.jpeg,"Écran d'affichage panoramique avec d'excellents contrastes et angles de vision, parfait pour étendre votre espace de travail ou pour le gaming."
ordinateurs,"Ordinateur Portable Ultrabook Slim",420000,ultrabookpro.png,"Ordinateur portable au châssis en aluminium fin et élégant, combinant rapidité, réactivité et grand confort d'utilisation au quotidien."
pagnes-wax,"Pagne Wax Véritable - Motifs Fleur de Mariage",15000,wax0.jpg,"Tissu africain haut de gamme en coton de qualité supérieure, idéal pour la confection de tenues traditionnelles élégantes pour fêtes et cérémonies."
pagnes-wax,"Pagne Wax Block Imprimé - Design Classique",12000,wax1.jpg,"Superbe tissu wax aux couleurs vibrantes et contrastées, parfait pour les tenues de tous les jours ou la décoration de maison."
pagnes-wax,"Pagne Wax Premium - Style Moderne Urbain",18000,wax2.jpg,"Pagne en coton fin arborant des graphismes contemporains et dynamiques, très prisé pour la mode streetwear et les styles africains chics."
pagnes-wax,"Pagne Wax Africain Traditionnel - Édition Spéciale",20000,wax3.jpg,"Édition limitée aux détails dorés et ornements soignés, conçue pour les grandes occasions et la haute couture à Lomé."
pagnes-wax,"Pagne Wax Authentique - Motifs Rosaces Étoilées",14000,wax4.jpg,"Tissu traditionnel robuste 100% coton, idal pour réaliser des robes, des jupes ou des ensembles sur mesure d'une excellente tenue."
pagnes-wax,"Pagne Wax Éclat de Couleurs d'Afrique",15000,wax5.jpg,"Un festival de teintes chaudes et lumineuses sur un tissu de haute qualité, apportant gaieté et élégance à toutes vos créations de mode."
pagnes-wax,"Pagne Wax Géométrique Abstrait",16000,wax6.jpg,"Motifs rectilignes et contemporains fusionnant habilement tradition et modernité pour des tenues uniques et sophistiquées."
pagnes-wax,"Pagne Wax Prestige - Textures et Broderies fines",25000,wax7.jpg,"Tissu d'exception mariant l'impression wax classique et de subtiles finitions brodées, parfait pour les tailleurs et tenues de prestige."
parfums,"Bleu de Chanel Eau de Parfum",75000,bchanel.jpg,"Un parfum boisé aromatique captivant aux notes de tête fraîches de zestes d'agrumes, idéal pour l'homme moderne et raffiné."
parfums,"Chanel N°5 Eau de Parfum Classique",85000,chanel5.jpg,"L'essence même de la féminité dans un bouquet floral-aldéhydé intemporel, un parfum mythique, symbole de luxe et d'élégance absolue."
parfums,"Marc Jacobs Decadence Eau de Parfum",70000,decadence.jpg,"Une fragrance sensuelle et opulente aux notes boisées et ambrées, encapsulée dans un flacon révolutionnaire en forme de sac à main chic."
parfums,"Dior Sauvage Eau de Toilette",65000,dsauvage.jpg,"Un sillage frais et boisé d'une puissance brute, mêlant la fraîcheur de la bergamote de Calabre et les notes vibrantes de bois d'ambre."
parfums,"Hugo Boss Boss Bottled Eau de Parfum",55000,hboss.jpg,"Un parfum masculin chaleureux et élégant associant des notes de pomme fraîche, d'épices douces et d'un accord boisé sensuel."
parfums,"Versace Eros Eau de Toilette",58000,versace.jpg,"Une fragrance vibrante et lumineuse exhalant la passion, mariant des notes de menthe fraîche, de zeste de citron d'Italie et de vanille."
pieces-detachees,"Courroie d'Alternateur Haute Résistance",8000,bsolaire.jpg,"Courroie trapézoïdale crantée conçue pour offrir une transmission de puissance optimale et une grande durabilité face aux variations thermiques."
pieces-detachees,"Alternateur Automobile Universel 12V",55000,calternateur.jpg,"Alternateur fiable et performant assurant une recharge rapide et stable de la batterie ainsi que l'alimentation électrique des accessoires de bord."
pieces-detachees,"Jeu de Disques de Frein Ventilés (Avant)",35000,dfrein.jpg,"Paire de disques de frein haute performance offrant une excellente dissipation thermique et un freinage sécurisé en toutes circonstances."
pieces-detachees,"Filtre à Huile Haute Capacité",4500,fhuile.jpg,"Filtre moteur conçu pour retenir efficacement les impuretés et particules métalliques afin de maintenir la pureté de l'huile et protéger le bloc moteur."
pieces-detachees,"Lot de 4 Bougies d'Allumage Iridium",16000,lbougie.jpg,"Bougies haute technologie garantissant une étincelle puissante, une combustion optimale du carburant et des démarrages à froid facilités."
pneus,"Pneu Automobile Toutes Saisons Premium",45000,Pneus1.jpg,"Pneu routier haute performance offrant une excellente adhérence sur sol sec et mouillé, une grande longévité et un confort de conduite optimal."
pneus,"Pneu Renforcé pour Véhicules Utilitaires et SUV",60000,Pneus2.jpg,"Pneu robuste doté de flancs renforcés pour supporter de lourdes charges, idéal pour les trajets urbains et les pistes de la région."
pneus,"Pneu Sport Haute Performance et Grip Élevé",75000,Pneus3.jpg,"Pneu haut de gamme conçu pour une tenue de route maximale à haute vitesse et des distances de freinage considérablement réduites."
refrigerateurs,"Réfrigérateur Connecté Intelligent No-Frost",650000,raintelligent.png,"Réfrigérateur haute technologie avec écran tactile intégré, gestion des aliments à distance et système No-Frost évitant le givre."
refrigerateurs,"Réfrigérateur Multi-Portes Grande Capacité",550000,ramultiportes.png,"Modèle familial spacieux doté de multiples zones de fraîcheur indépendantes et d'un distributeur d'eau et de glaçons en façade."
refrigerateurs,"Réfrigérateur Trois Compartiments Modulaire",480000,ratroiscompatiments.png,"Appareil polyvalent offrant un grand espace de stockage modulable avec compartiment fraîcheur dédié aux fruits et légumes."
refrigerateurs,"Réfrigérateur Combiné Top-Freeze Classique",280000,rcmavecfrigidaire.png,"Modèle compact et pratique avec congélateur situé sur la partie supérieure, idal pour les cuisines moyennes."
refrigerateurs,"Réfrigérateur Congélateur Armoire Vertical",350000,rcongelateur.png,"Grand combiné vertical associant une partie réfrigérateur optimisée et un large espace de congélation à tiroirs."
refrigerateurs,"Mini-Réfrigérateur Congélateur Compact",120000,rcongelateurcompact.png,"Petit format idéal pour les studios, bureaux ou chambres, offrant un espace de rafraîchissement d'appoint et un mini-congélateur."
refrigerateurs,"Réfrigérateur Double Porte Standard",320000,rdoubleporte.png,"Modèle traditionnel fiable à deux portes offrant un excellent équilibre entre capacité de réfrigération et zone de congélation."
refrigerateurs,"Réfrigérateur Style 'French Door' Premium",580000,rfrenchdoor.png,"Design moderne haut de gamme avec double porte supérieure pour la réfrigération et grands tiroirs inférieurs pour la congélation."
soins-du-visage,"Brume Tonique Apaisante à la Rose",6500,bapaisant.jpg,"Brume rafraîchissante et hydratante qui calme instantanément les rougeurs et tiraillements, parfaite pour revitaliser la peau à tout moment de la journée."
soins-du-visage,"Sérum Concentré Acide Hyaluronique & Éclat",14000,bdropper.jpg,"Sérum hydratant intense doté d'un applicateur compte-gouttes, conçu pour repulper la peau, lisser les ridules et raviver le teint."
soins-du-visage,"Crème Hydratante Intense 24h Visage",9500,chydratan.jpg,"Soin quotidien riche et onctueux qui nourrit profondément l'épiderme et renforce la barrière cutanée contre les agressions extérieures."
soins-du-visage,"Gel Nettoyant Visage Purifiant Quotidien",5500,gfacial.jpg,"Nettoyant moussant doux qui élimine efficacement les impuretés et l'excess de sébum sans dessécher la peau, idal pour un teint frais."
soins-du-visage,"Huile Nettoyante Démaquillante Soyeuse",8500,hwash.jpg,"Huile fluide qui dissout instantanément le maquillage même waterproof et les impuretés accumulées, laissant la peau parfaitement propre et douce."
soins-du-visage,"Masque Visage Détox argile et Charbon",7500,mfacial.jpg,"Soin désincrustant en profondeur qui resserre les pores, absorbe les toxines et matifie le teint pour une peau visiblement plus nette."
tablettes,"iPad Air Design d'Exposition",320000,ipadmockup.png,"Tablette fine et polyvalente, idéale pour la productivité et la gestion quotidienne, affichant un superbe écran pour l'interactivité."
tablettes,"Apple iPad Pro M4 Ultime",780000,ipadpro.png,"Tablette professionnelle haut de gamme offrant une puissance phénoménale pour le design et le multitâche lourd."
tablettes,"Tablette Tactile Polyvalente Standard",160000,mockup.png,"Modèle équilibré et ergonomique pour toute la famille, parfait pour la navigation, le streaming et les tâches de bureau simples."
tablettes,"Tablette Graphique Professionnelle pour Créatifs",195000,tgraphique.png,"Outil dédié aux illustrateurs et designers avec une sensibilité à la pression ultra-précise pour donner vie à vos projets artistiques."
tablettes,"Tablette Tactile Grand Format Grand Public",145000,ttactilegf.png,"Grand écran de divertissement idéal pour la lecture de documents, le visionnage de vidéos et l'éducation des enfants."
tablettes,"Tablette Tactile Élite Haute Performance",280000,ttactilelux.png,"Design fin en aluminium avec un processeur ultra-rapide et un écran immersif, idéale pour les professionnels mobiles."
telephones,"Apple iPhone 16 Pro Élite",950000,aiphone16pro.png,"Le fleuron de la technologie mobile avec un système de caméra professionnel et des performances graphiques exceptionnelles."
telephones,"Smartphone Polyvalent Standard",180000,asmartphone.png,"Un excellent compromis pour le quotidien offrant un écran fluide, une batterie longue autonomie et une interface épurée."
telephones,"Google Pixel 8 Pro Expérience Pure",680000,gpixel8pro.png,"Smartphone haut de gamme réputé pour son excellence en photographie computationnelle et son interface Android pure et fluide."
telephones,"Nokia Durable Classique",45000,nokia.png,"Un téléphone portable compact, extrêmement résistant, offrant les fonctions de communication essentielles et une batterie légendaire."
telephones,"Nokia 105 Essentiel d'Urgence",18000,nokia105.png,"Le choix parfait pour un second téléphone : autonomie de plusieurs jours, lampe torche intégrée et robustesse à toute épreuve."
telephones,"Samsung Galaxy S23 Performance",520000,sgs23.png,"Un smartphone premium compact alliant un design soigné, une puissance de calcul de pointe et un triple capteur photo polyvalent."
telephones,"Samsung Galaxy S24 Ultra Absolu",980000,sgs24ultra.png,"Le smartphone ultime doté d'un grand écran dynamique, d'un stylet S-Pen intégré et des dernières innovations en intelligence mobile."
telephones,"Samsung Galaxy Z Flip Pliable Style",600000,sgzflip.png,"L'alliance parfaite de la mode et de la technologie : un grand smartphone à écran pliable qui se glisse facilement dans toutes les poches."
telephones,"Samsung Galaxy Z Fold Productivité Max",1100000,sgzfold.png,"Un véritable bureau mobile qui s'ouvre pour révéler un immense écran, idal pour le multitâche et le visionnage de contenus complexes."
telephones,"Smartphone Entrée de Gamme Accessible",85000,tatn.png,"Un appareil fiable et accessible à tous, idéal pour rester connecté sur les réseaux sociaux et gérer ses applications quotidiennes."
televisions,"Téléviseur Écran LCD Classique Éco",85000,lcdlecge.png,"Téléviseur à écran LCD combinant une consommation d'énergie maîtrisée et une qualité d'image claire pour les petits budgets."
televisions,"Téléviseur LED Haute Définition Standard",120000,ledclassiquetv.png,"Modèle classique rétroéclairé par LED, offrant des couleurs vives, un bon contraste et une grande fiabilité d'affichage."
televisions,"Téléviseur Connecté Smart TV Full HD",165000,smarttv.png,"Téléviseur intelligent avec accès direct à vos applications de streaming préférées via une connexion Wi-Fi stable."
televisions,"Téléviseur Smart TV LED Ultra HD 4K",260000,smarttvled4k.jpg,"Une immersion visuelle totale grâce à une résolution 4K époustouflante, des contrastes saisissants et une interface connectée rapide."
televisions,"Téléviseur LED Design Ultra-Slim",190000,tvledminimaliste.png,"Écran plat au design ultra-fin et minimaliste avec des bordures presque invisibles, idal pour une installation murale moderne."
televisions,"Téléviseur Smart TV OLED Premium 4K",450000,tvpremium.png,"Le summum de la technologie d'affichage avec des noirs absolus, des couleurs d'un réalisme saisissant et un système audio immersif."
ustensiles,"Batterie de Cuisine Premium en Inox (12 pcs)",75000,ustensile0.jpg,"Un ensemble complet de casseroles, poêles et faitouts en acier inoxydable de haute qualité avec couvercles en verre trempé, parfaits pour une cuisson homogène."
ustensiles,"Poêle Antiadhésive Haute Performance 28cm",15000,ustensile1.jpg,"Poêle moderne dotée d'un revêtement antiadhésif ultra-résistant pour une cuisson saine sans matière grasse et un nettoyage facile."
ustensiles,"Set de Couteaux de Cuisine Professionnels (6 pcs)",22000,ustensile2.jpg,"Couteaux en acier forgé de haute précision avec un bloc de rangement élégant en bois, parfaits pour tous vos travaux de découpe."
ustensiles,"Moule à Gâteau en Silicone Flexible",6500,ustensile3.jpg,"Moule rond en silicone de qualité alimentaire, antiadhésif et ultra-flexible pour un démoulage parfait de vos pâtisseries et gâteaux."
ustensiles,"Lot d'Ustensiles de Cuisine en Silicone et Bois",12000,ustensile4.jpg,"Ensemble de spatules, louches et fouets de qualité supérieure avec manches en bois naturel, conçus pour ne pas rayer vos revêtements de cuisson."
velos,"Casque de Protection Vélo et VTT Reglable",12000,casquevelo.jpg,"Casque de sécurité léger et ultra-aéré équipé d'une molette d'ajustement arrière pour un maintien parfait lors de vos sorties."
velos,"Vélo Tout Terrain VTT Sport Pro",165000,velo0.jpg,"VTT robuste avec cadre en aluminium, suspension avant et freins à disque performants, idéal pour affronter les sentiers et pistes de la région."
velos,"Vélo de Course Route Performance Carbone",380000,velo1.jpg,"Vélo de route profilé, ultra-léger et aérodynamique, conçu pour la vitesse et les entraînements intensifs sur de longues distances."
velos,"Vélo de Ville Classique Style Vintage",95000,velo2.jpg,"Vélo urbain confortable avec panier avant intégré, garde-boues et porte-bagages, parfait pour les trajets quotidiens à Lomé."
velos,"Vélo Électrique à Assistance Urbaine",450000,velo3.jpg,"Vélo de ville moderne équipé d'un moteur électrique discret et d'une batterie amovible longue durée pour simplifier vos déplacements sans effort."
